guide	barcode_id	gene	gene_id	class	behavior	knockdown	theoretical_phenotype	library_frequency
g01401	1401	GENE0281	281	inactive	sigmoidal	1.0	0.0	0.00044918638272066675
g01402	1402	GENE0281	281	inactive	sigmoidal	1.0	0.0	0.0003061244427653643
g01403	1403	GENE0281	281	inactive	sigmoidal	1.0	0.0	0.000235823172838245
g01404	1404	GENE0281	281	inactive	sigmoidal	1.0	0.0	0.0002456001514344399
g01405	1405	GENE0281	281	inactive	sigmoidal	0.045781370752965	0.0	0.0002185984157956421
g01406	1406	GENE0282	282	inactive	linear	1.0	0.0	0.001026656364636187
g01407	1407	GENE0282	282	inactive	linear	1.0	0.0	0.0006692195308990274
g01408	1408	GENE0282	282	inactive	linear	1.0	0.0	0.00033452598172914043
g01409	1409	GENE0282	282	inactive	linear	1.0	0.0	0.0006025087584083482
g01410	1410	GENE0282	282	inactive	linear	1.0	0.0	0.00029220853382239614
g01411	1411	GENE0283	283	inactive	sigmoidal	1.0	0.0	0.0004706714242941671
g01412	1412	GENE0283	283	inactive	sigmoidal	1.0	0.0	0.00036070660171872874
g01413	1413	GENE0283	283	inactive	sigmoidal	1.0	0.0	0.0009612289542378596
g01414	1414	GENE0283	283	inactive	sigmoidal	1.0	0.0	0.0003778622359343266
g01415	1415	GENE0283	283	inactive	sigmoidal	1.0	0.0	9.067980026533336e-5
g01416	1416	GENE0284	284	inactive	linear	1.0	0.0	0.0009136643942408658
g01417	1417	GENE0284	284	inactive	linear	1.0	0.0	0.00030514299794182347
g01418	1418	GENE0284	284	inactive	linear	1.0	0.0	0.00041038711310763476
g01419	1419	GENE0284	284	inactive	linear	1.0	0.0	0.0006649861142301519
g01420	1420	GENE0284	284	inactive	linear	1.0	0.0	0.00023047506608707947
g01421	1421	GENE0285	285	inactive	linear	1.0	0.0	0.0005380856224112305
g01422	1422	GENE0285	285	inactive	linear	1.0	0.0	0.0004521298852351977
g01423	1423	GENE0285	285	inactive	linear	1.0	0.0	0.00030658684617270284
g01424	1424	GENE0285	285	inactive	linear	1.0	0.0	0.00024183858747271178
g01425	1425	GENE0285	285	inactive	linear	1.0	0.0	0.0002098300798753137
g01426	1426	GENE0286	286	inactive	linear	1.0	0.0	0.00044584384405352094
g01427	1427	GENE0286	286	inactive	linear	1.0	0.0	0.00033782885954648524
g01428	1428	GENE0286	286	inactive	linear	1.0	0.0	0.0008577982926252584
g01429	1429	GENE0286	286	inactive	linear	1.0	0.0	0.0008798964597834749
g01430	1430	GENE0286	286	inactive	linear	1.0	0.0	0.0009109163569360247
g01431	1431	GENE0287	287	inactive	sigmoidal	1.0	0.0	0.0008754411786819661
g01432	1432	GENE0287	287	inactive	sigmoidal	1.0	0.0	0.0005730883158075523
g01433	1433	GENE0287	287	inactive	sigmoidal	1.0	0.0	0.00036322106791088736
g01434	1434	GENE0287	287	inactive	sigmoidal	1.0	0.0	0.0002492232000623331
g01435	1435	GENE0287	287	inactive	sigmoidal	1.0	0.0	6.256796011971496e-5
g01436	1436	GENE0288	288	inactive	linear	1.0	0.0	0.0005445260884003923
g01437	1437	GENE0288	288	inactive	linear	1.0	0.0	0.00019786638023493712
g01438	1438	GENE0288	288	inactive	linear	1.0	0.0	0.0003292040124727745
g01439	1439	GENE0288	288	inactive	linear	1.0	0.0	0.0002525249288975266
g01440	1440	GENE0288	288	inactive	linear	1.0	0.0	0.0005711669708912434
g01441	1441	GENE0289	289	negcontrol	linear	1.0	0.0	0.0004943729012836894
g01442	1442	GENE0289	289	negcontrol	linear	1.0	0.0	0.0005006277575294853
g01443	1443	GENE0289	289	negcontrol	linear	0.10317995967843221	0.0	0.0003125669279978879
g01444	1444	GENE0289	289	negcontrol	linear	1.0	0.0	0.0015915483967638862
g01445	1445	GENE0289	289	negcontrol	linear	0.03894468730885857	0.0	0.00043014687680866616
g01446	1446	GENE0290	290	inactive	linear	1.0	0.0	0.0019031075993473335
g01447	1447	GENE0290	290	inactive	linear	1.0	0.0	0.0002585721810336279
g01448	1448	GENE0290	290	inactive	linear	1.0	0.0	0.0006852876845813402
g01449	1449	GENE0290	290	inactive	linear	1.0	0.0	0.0002523933569486884
g01450	1450	GENE0290	290	inactive	linear	1.0	0.0	0.0004649445214457196
g01451	1451	GENE0291	291	inactive	linear	1.0	0.0	0.0006511788278810777
g01452	1452	GENE0291	291	inactive	linear	1.0	0.0	0.0006786408196495056
g01453	1453	GENE0291	291	inactive	linear	1.0	0.0	0.0005897200562158997
g01454	1454	GENE0291	291	inactive	linear	1.0	0.0	0.00012049515704890783
g01455	1455	GENE0291	291	inactive	linear	1.0	0.0	0.000555990448719467
g01456	1456	GENE0292	292	decreasing	linear	1.0	-0.6152546260523416	0.00026972373336809713
g01457	1457	GENE0292	292	decreasing	linear	1.0	-0.6152546260523416	0.0014430921600229662
g01458	1458	GENE0292	292	decreasing	linear	1.0	-0.6152546260523416	0.00028941076405424965
g01459	1459	GENE0292	292	decreasing	linear	1.0	-0.6152546260523416	0.0004011442573872493
g01460	1460	GENE0292	292	decreasing	linear	1.0	-0.6152546260523416	0.0004566881000848811
g01461	1461	GENE0293	293	inactive	linear	1.0	0.0	0.0001395808132022822
g01462	1462	GENE0293	293	inactive	linear	1.0	0.0	0.00032972324760436504
g01463	1463	GENE0293	293	inactive	linear	1.0	0.0	0.0009460035182269474
g01464	1464	GENE0293	293	inactive	linear	1.0	0.0	0.00030858760012252544
g01465	1465	GENE0293	293	inactive	linear	1.0	0.0	0.00014386580658896713
g01466	1466	GENE0294	294	negcontrol	linear	1.0	0.0	0.00013996215912680387
g01467	1467	GENE0294	294	negcontrol	linear	0.14889031589937182	0.0	0.0006777000606898925
g01468	1468	GENE0294	294	negcontrol	linear	1.0	0.0	0.0008926293341385678
g01469	1469	GENE0294	294	negcontrol	linear	1.0	0.0	0.00016689007279613348
g01470	1470	GENE0294	294	negcontrol	linear	1.0	0.0	0.0005010804864376964
g01471	1471	GENE0295	295	inactive	linear	1.0	0.0	0.0008858324987599955
g01472	1472	GENE0295	295	inactive	linear	1.0	0.0	0.0009350760088067747
g01473	1473	GENE0295	295	inactive	linear	1.0	0.0	0.000154455359109014
g01474	1474	GENE0295	295	inactive	linear	1.0	0.0	0.0021315756006380884
g01475	1475	GENE0295	295	inactive	linear	1.0	0.0	0.0004912447203681239
g01476	1476	GENE0296	296	negcontrol	sigmoidal	1.0	0.0	0.00018001923074860792
g01477	1477	GENE0296	296	negcontrol	sigmoidal	1.0	0.0	0.0017992829733830284
g01478	1478	GENE0296	296	negcontrol	sigmoidal	0.105510696466565	0.0	0.00020930772875148173
g01479	1479	GENE0296	296	negcontrol	sigmoidal	1.0	0.0	0.00046422583195894647
g01480	1480	GENE0296	296	negcontrol	sigmoidal	1.0	0.0	0.0019306414683087942
g01481	1481	GENE0297	297	inactive	linear	0.06144791436758803	0.0	0.0004939364733249218
g01482	1482	GENE0297	297	inactive	linear	1.0	0.0	0.0002043992430697747
g01483	1483	GENE0297	297	inactive	linear	1.0	0.0	0.00041941087480928523
g01484	1484	GENE0297	297	inactive	linear	1.0	0.0	0.0003013463083422929
g01485	1485	GENE0297	297	inactive	linear	1.0	0.0	0.0012480695574033287
g01486	1486	GENE0298	298	inactive	linear	1.0	0.0	0.0005285642284236504
g01487	1487	GENE0298	298	inactive	linear	1.0	0.0	0.00045972543829100876
g01488	1488	GENE0298	298	inactive	linear	1.0	0.0	0.0003264815410375088
g01489	1489	GENE0298	298	inactive	linear	0.07047361782980444	0.0	0.0006022503331531471
g01490	1490	GENE0298	298	inactive	linear	1.0	0.0	0.00023741091332565083
g01491	1491	GENE0299	299	inactive	linear	1.0	0.0	0.0007925359843590939
g01492	1492	GENE0299	299	inactive	linear	1.0	0.0	0.00042117827203995054
g01493	1493	GENE0299	299	inactive	linear	1.0	0.0	0.0007172122102958824
g01494	1494	GENE0299	299	inactive	linear	1.0	0.0	0.00021013064801640277
g01495	1495	GENE0299	299	inactive	linear	1.0	0.0	0.00036921079526036746
g01496	1496	GENE0300	300	inactive	linear	1.0	0.0	0.0005393163433559326
g01497	1497	GENE0300	300	inactive	linear	1.0	0.0	0.00020080461859647996
g01498	1498	GENE0300	300	inactive	linear	1.0	0.0	0.000903473949631484
g01499	1499	GENE0300	300	inactive	linear	1.0	0.0	0.0009738421606077792
g01500	1500	GENE0300	300	inactive	linear	1.0	0.0	0.0005743967235008628
g01501	1501	GENE0301	301	inactive	linear	0.104706624631902	0.0	0.0008368713864180058
g01502	1502	GENE0301	301	inactive	linear	1.0	0.0	0.0005749907254604185
g01503	1503	GENE0301	301	inactive	linear	1.0	0.0	0.000360443155166209
g01504	1504	GENE0301	301	inactive	linear	1.0	0.0	0.00015532434436038272
g01505	1505	GENE0301	301	inactive	linear	1.0	0.0	0.0002453164531078362
g01506	1506	GENE0302	302	inactive	sigmoidal	1.0	0.0	0.0001736241355282036
g01507	1507	GENE0302	302	inactive	sigmoidal	1.0	0.0	0.0005948532139751632
g01508	1508	GENE0302	302	inactive	sigmoidal	1.0	0.0	0.0002477074681561768
g01509	1509	GENE0302	302	inactive	sigmoidal	1.0	0.0	0.0005046952912545628
g01510	1510	GENE0302	302	inactive	sigmoidal	1.0	0.0	0.000245821566622102
g01511	1511	GENE0303	303	inactive	linear	1.0	0.0	0.00036634491234052014
g01512	1512	GENE0303	303	inactive	linear	1.0	0.0	0.0002470287110011494
g01513	1513	GENE0303	303	inactive	linear	1.0	0.0	0.00021975064556243625
g01514	1514	GENE0303	303	inactive	linear	1.0	0.0	0.00012298885275463997
g01515	1515	GENE0303	303	inactive	linear	1.0	0.0	0.00034674939086874133
g01516	1516	GENE0304	304	increasing	linear	1.0	0.48028810856841786	0.00027762339567268055
g01517	1517	GENE0304	304	increasing	linear	1.0	0.48028810856841786	0.0007560726011242252
g01518	1518	GENE0304	304	increasing	linear	1.0	0.48028810856841786	0.00016619329174378362
g01519	1519	GENE0304	304	increasing	linear	0.012352678015464129	0.005932844359801944	0.000434953969895473
g01520	1520	GENE0304	304	increasing	linear	1.0	0.48028810856841786	0.00042134464423344945
g01521	1521	GENE0305	305	decreasing	linear	1.0	-0.6530503449761418	0.0006247205612821874
g01522	1522	GENE0305	305	decreasing	linear	0.10965272536348208	-0.07160875012619611	0.00034328373490137977
g01523	1523	GENE0305	305	decreasing	linear	1.0	-0.6530503449761418	0.0005857320914693879
g01524	1524	GENE0305	305	decreasing	linear	1.0	-0.6530503449761418	0.0009405158748145539
g01525	1525	GENE0305	305	decreasing	linear	1.0	-0.6530503449761418	0.0013414900935797042
g01526	1526	GENE0306	306	inactive	linear	1.0	0.0	0.0003711494807092899
g01527	1527	GENE0306	306	inactive	linear	1.0	0.0	0.00040555257945574423
g01528	1528	GENE0306	306	inactive	linear	1.0	0.0	0.0002729534830462159
g01529	1529	GENE0306	306	inactive	linear	1.0	0.0	0.00028392286680716314
g01530	1530	GENE0306	306	inactive	linear	1.0	0.0	0.0001961270842464192
g01531	1531	GENE0307	307	inactive	linear	1.0	0.0	0.00039101827373819853
g01532	1532	GENE0307	307	inactive	linear	1.0	0.0	0.00047833325437215024
g01533	1533	GENE0307	307	inactive	linear	1.0	0.0	0.0005779177695559911
g01534	1534	GENE0307	307	inactive	linear	1.0	0.0	0.0009403258048158711
g01535	1535	GENE0307	307	inactive	linear	1.0	0.0	0.00017160655163850415
g01536	1536	GENE0308	308	inactive	sigmoidal	1.0	0.0	0.0001290515450147908
g01537	1537	GENE0308	308	inactive	sigmoidal	1.0	0.0	0.0005794270047800143
g01538	1538	GENE0308	308	inactive	sigmoidal	1.0	0.0	0.00019314544187779912
g01539	1539	GENE0308	308	inactive	sigmoidal	1.0	0.0	0.0008417205971275237
g01540	1540	GENE0308	308	inactive	sigmoidal	0.06485043768553964	0.0	0.0006085472844668719
g01541	1541	GENE0309	309	negcontrol	linear	1.0	0.0	0.0005503653810735453
g01542	1542	GENE0309	309	negcontrol	linear	1.0	0.0	0.00043333971217245516
g01543	1543	GENE0309	309	negcontrol	linear	0.05389840101032068	0.0	0.0003789517556447607
g01544	1544	GENE0309	309	negcontrol	linear	1.0	0.0	0.0003246787822229277
g01545	1545	GENE0309	309	negcontrol	linear	1.0	0.0	0.0022595806982737172
g01546	1546	GENE0310	310	inactive	linear	1.0	0.0	0.0005638613089823858
g01547	1547	GENE0310	310	inactive	linear	1.0	0.0	0.00034717514385008676
g01548	1548	GENE0310	310	inactive	linear	0.12436580099278861	0.0	0.0002693197248222241
g01549	1549	GENE0310	310	inactive	linear	1.0	0.0	0.0005482441225767222
g01550	1550	GENE0310	310	inactive	linear	1.0	0.0	0.00038177626729806824
g01551	1551	GENE0311	311	inactive	linear	1.0	0.0	0.00039171020583335104
g01552	1552	GENE0311	311	inactive	linear	1.0	0.0	0.000266151852729728
g01553	1553	GENE0311	311	inactive	linear	1.0	0.0	0.0003328466123188137
g01554	1554	GENE0311	311	inactive	linear	1.0	0.0	0.0004898548409583356
g01555	1555	GENE0311	311	inactive	linear	1.0	0.0	0.0002905824336415413
g01556	1556	GENE0312	312	inactive	sigmoidal	1.0	0.0	0.0008191543701277066
g01557	1557	GENE0312	312	inactive	sigmoidal	1.0	0.0	0.00018203769254560105
g01558	1558	GENE0312	312	inactive	sigmoidal	1.0	0.0	0.0003501755383333053
g01559	1559	GENE0312	312	inactive	sigmoidal	1.0	0.0	0.00020449057975764257
g01560	1560	GENE0312	312	inactive	sigmoidal	1.0	0.0	0.00030466682563677915
g01561	1561	GENE0313	313	inactive	linear	1.0	0.0	0.0002952864940080671
g01562	1562	GENE0313	313	inactive	linear	1.0	0.0	0.0005927917048930229
g01563	1563	GENE0313	313	inactive	linear	1.0	0.0	0.0004617192734384391
g01564	1564	GENE0313	313	inactive	linear	1.0	0.0	0.0007698741305865283
g01565	1565	GENE0313	313	inactive	linear	0.060108499703202464	0.0	0.00014282419515667888
g01566	1566	GENE0314	314	increasing	sigmoidal	0.0016469688778841668	0.0	0.0007610774288529925
g01567	1567	GENE0314	314	increasing	sigmoidal	0.008706769313371679	0.0	0.0004806104419915776
g01568	1568	GENE0314	314	increasing	sigmoidal	1.0	0.6721574302238595	0.0003068293850963527
g01569	1569	GENE0314	314	increasing	sigmoidal	1.0	0.6721574302238595	0.0004310190582070368
g01570	1570	GENE0314	314	increasing	sigmoidal	1.0	0.6721574302238595	0.00018622886433729727
g01571	1571	GENE0315	315	inactive	linear	1.0	0.0	0.0002929818637891865
g01572	1572	GENE0315	315	inactive	linear	1.0	0.0	0.0002926959228615097
g01573	1573	GENE0315	315	inactive	linear	1.0	0.0	0.00019349767376232625
g01574	1574	GENE0315	315	inactive	linear	1.0	0.0	0.00026009430237699393
g01575	1575	GENE0315	315	inactive	linear	1.0	0.0	0.0003458657117335677
g01576	1576	GENE0316	316	inactive	linear	1.0	0.0	0.000997725138808073
g01577	1577	GENE0316	316	inactive	linear	1.0	0.0	0.000275039590281565
g01578	1578	GENE0316	316	inactive	linear	1.0	0.0	0.00045040639454527745
g01579	1579	GENE0316	316	inactive	linear	1.0	0.0	0.00045770317189227727
g01580	1580	GENE0316	316	inactive	linear	1.0	0.0	0.00021676860854766568
g01581	1581	GENE0317	317	inactive	linear	0.021883791254571246	0.0	0.0004811252758620111
g01582	1582	GENE0317	317	inactive	linear	1.0	0.0	0.00012371568349498225
g01583	1583	GENE0317	317	inactive	linear	1.0	0.0	0.0011549895669741967
g01584	1584	GENE0317	317	inactive	linear	1.0	0.0	0.000757580389152822
g01585	1585	GENE0317	317	inactive	linear	1.0	0.0	0.0011026573970333562
g01586	1586	GENE0318	318	decreasing	linear	1.0	-0.23384916973312253	0.00020350791832244206
g01587	1587	GENE0318	318	decreasing	linear	1.0	-0.23384916973312253	0.0003159947145724654
g01588	1588	GENE0318	318	decreasing	linear	1.0	-0.23384916973312253	0.0007584907930650993
g01589	1589	GENE0318	318	decreasing	linear	1.0	-0.23384916973312253	0.00015676056691708534
g01590	1590	GENE0318	318	decreasing	linear	1.0	-0.23384916973312253	0.0010738470134875637
g01591	1591	GENE0319	319	inactive	sigmoidal	1.0	0.0	0.0007047633486055472
g01592	1592	GENE0319	319	inactive	sigmoidal	1.0	0.0	0.00032646693460039423
g01593	1593	GENE0319	319	inactive	sigmoidal	1.0	0.0	0.0005256108791785649
g01594	1594	GENE0319	319	inactive	sigmoidal	1.0	0.0	8.186956717016672e-5
g01595	1595	GENE0319	319	inactive	sigmoidal	1.0	0.0	0.0003100444269299783
g01596	1596	GENE0320	320	inactive	linear	1.0	0.0	6.36681216981955e-5
g01597	1597	GENE0320	320	inactive	linear	1.0	0.0	0.00024626075124229205
g01598	1598	GENE0320	320	inactive	linear	1.0	0.0	0.00012762886738239566
g01599	1599	GENE0320	320	inactive	linear	1.0	0.0	0.000257781281229083
g01600	1600	GENE0320	320	inactive	linear	1.0	0.0	0.0003600826858836435
g01601	1601	GENE0321	321	increasing	linear	1.0	0.5985191188922467	0.00021867753520210499
g01602	1602	GENE0321	321	increasing	linear	0.07401704424225654	0.04430061610288383	0.00022721862644545728
g01603	1603	GENE0321	321	increasing	linear	0.054753068775505134	0.03277075848016192	0.0002636226589647835
g01604	1604	GENE0321	321	increasing	linear	1.0	0.5985191188922467	0.00021345363537178102
g01605	1605	GENE0321	321	increasing	linear	1.0	0.5985191188922467	0.0005046989183977713
g01606	1606	GENE0322	322	increasing	linear	1.0	0.5592575970274052	0.0007930532331142843
g01607	1607	GENE0322	322	increasing	linear	1.0	0.5592575970274052	0.00035938017081090374
g01608	1608	GENE0322	322	increasing	linear	1.0	0.5592575970274052	0.0004938329076626858
g01609	1609	GENE0322	322	increasing	linear	1.0	0.5592575970274052	0.0003362979884171267
g01610	1610	GENE0322	322	increasing	linear	1.0	0.5592575970274052	0.00023862451562907503
g01611	1611	GENE0323	323	inactive	linear	1.0	0.0	0.0015725823765786564
g01612	1612	GENE0323	323	inactive	linear	1.0	0.0	0.00034024347716846273
g01613	1613	GENE0323	323	inactive	linear	1.0	0.0	0.00028811284203706495
g01614	1614	GENE0323	323	inactive	linear	1.0	0.0	0.0001553012130646986
g01615	1615	GENE0323	323	inactive	linear	1.0	0.0	0.0002766510438583326
g01616	1616	GENE0324	324	decreasing	sigmoidal	1.0	-0.4383598106983441	0.00045395072249348914
g01617	1617	GENE0324	324	decreasing	sigmoidal	1.0	-0.4383598106983441	0.0006003308187792742
g01618	1618	GENE0324	324	decreasing	sigmoidal	1.0	-0.4383598106983441	0.0006099041074363305
g01619	1619	GENE0324	324	decreasing	sigmoidal	1.0	-0.4383598106983441	0.00018531730679222845
g01620	1620	GENE0324	324	decreasing	sigmoidal	1.0	-0.4383598106983441	0.0003097328467336662
g01621	1621	GENE0325	325	inactive	linear	1.0	0.0	0.000307783900933884
g01622	1622	GENE0325	325	inactive	linear	1.0	0.0	0.0006530197997102185
g01623	1623	GENE0325	325	inactive	linear	1.0	0.0	0.00011235138513956343
g01624	1624	GENE0325	325	inactive	linear	1.0	0.0	0.00015435848399042817
g01625	1625	GENE0325	325	inactive	linear	1.0	0.0	0.00042290236022371827
g01626	1626	GENE0326	326	inactive	linear	1.0	0.0	0.00025754127219122303
g01627	1627	GENE0326	326	inactive	linear	1.0	0.0	0.0002261482964614341
g01628	1628	GENE0326	326	inactive	linear	1.0	0.0	0.00013660024746409215
g01629	1629	GENE0326	326	inactive	linear	1.0	0.0	0.00043750405514600003
g01630	1630	GENE0326	326	inactive	linear	1.0	0.0	0.0004772560348477791
g01631	1631	GENE0327	327	inactive	sigmoidal	1.0	0.0	0.00024343829856994766
g01632	1632	GENE0327	327	inactive	sigmoidal	1.0	0.0	0.000176111084371852
g01633	1633	GENE0327	327	inactive	sigmoidal	1.0	0.0	0.00027344383825224805
g01634	1634	GENE0327	327	inactive	sigmoidal	0.09749060547328209	0.0	0.00020699667080841859
g01635	1635	GENE0327	327	inactive	sigmoidal	1.0	0.0	0.0004600184044381202
g01636	1636	GENE0328	328	inactive	linear	1.0	0.0	0.00017191430338304916
g01637	1637	GENE0328	328	inactive	linear	1.0	0.0	0.00017593014667269228
g01638	1638	GENE0328	328	inactive	linear	0.009432422306370737	0.0	0.0008627554181154763
g01639	1639	GENE0328	328	inactive	linear	1.0	0.0	0.0033136180068981886
g01640	1640	GENE0328	328	inactive	linear	1.0	0.0	0.00025548267100828904
g01641	1641	GENE0329	329	inactive	linear	1.0	0.0	0.000321933431425102
g01642	1642	GENE0329	329	inactive	linear	1.0	0.0	0.0005898888290562309
g01643	1643	GENE0329	329	inactive	linear	1.0	0.0	0.0010489366315415635
g01644	1644	GENE0329	329	inactive	linear	0.054063805047900905	0.0	0.0006313182315594757
g01645	1645	GENE0329	329	inactive	linear	1.0	0.0	0.0007820794159131047
g01646	1646	GENE0330	330	inactive	linear	1.0	0.0	0.00025379840550912916
g01647	1647	GENE0330	330	inactive	linear	0.07590003146659284	0.0	0.0004212010107918167
g01648	1648	GENE0330	330	inactive	linear	1.0	0.0	0.0004899427106999291
g01649	1649	GENE0330	330	inactive	linear	1.0	0.0	0.00015603766968241663
g01650	1650	GENE0330	330	inactive	linear	1.0	0.0	0.00022716704650845287
g01651	1651	GENE0331	331	inactive	linear	1.0	0.0	0.00018332230853427834
g01652	1652	GENE0331	331	inactive	linear	1.0	0.0	0.00015940296156235527
g01653	1653	GENE0331	331	inactive	linear	1.0	0.0	0.00035611504614887894
g01654	1654	GENE0331	331	inactive	linear	1.0	0.0	0.0002393976392809767
g01655	1655	GENE0331	331	inactive	linear	1.0	0.0	0.00019678377922823501
g01656	1656	GENE0332	332	inactive	sigmoidal	0.06461899887023702	0.0	0.0011132485368507852
g01657	1657	GENE0332	332	inactive	sigmoidal	0.2553424149845199	0.0	0.0002940316679695483
g01658	1658	GENE0332	332	inactive	sigmoidal	1.0	0.0	0.0006515020489719567
g01659	1659	GENE0332	332	inactive	sigmoidal	1.0	0.0	0.0006786129609825519
g01660	1660	GENE0332	332	inactive	sigmoidal	1.0	0.0	0.0003139546215824033
g01661	1661	GENE0333	333	inactive	linear	0.05768974808341238	0.0	0.0007772521881069371
g01662	1662	GENE0333	333	inactive	linear	1.0	0.0	0.0005936332241245974
g01663	1663	GENE0333	333	inactive	linear	1.0	0.0	0.0003270366407810134
g01664	1664	GENE0333	333	inactive	linear	1.0	0.0	0.0008170293712021212
g01665	1665	GENE0333	333	inactive	linear	1.0	0.0	0.0002906296952185277
g01666	1666	GENE0334	334	inactive	sigmoidal	0.03521165365317251	0.0	0.0005365103847563187
g01667	1667	GENE0334	334	inactive	sigmoidal	1.0	0.0	0.001443784390452958
g01668	1668	GENE0334	334	inactive	sigmoidal	1.0	0.0	0.0002552470805214472
g01669	1669	GENE0334	334	inactive	sigmoidal	0.032324674948977936	0.0	0.00016697689266077716
g01670	1670	GENE0334	334	inactive	sigmoidal	1.0	0.0	0.0003990934145204395
g01671	1671	GENE0335	335	inactive	sigmoidal	1.0	0.0	0.00018598253048816713
g01672	1672	GENE0335	335	inactive	sigmoidal	1.0	0.0	0.0014197422234680519
g01673	1673	GENE0335	335	inactive	sigmoidal	1.0	0.0	0.0001238449488217366
g01674	1674	GENE0335	335	inactive	sigmoidal	1.0	0.0	0.00021577100297359911
g01675	1675	GENE0335	335	inactive	sigmoidal	1.0	0.0	0.0007678990004209216
g01676	1676	GENE0336	336	inactive	linear	0.008401397950102307	0.0	0.0005607024556106597
g01677	1677	GENE0336	336	inactive	linear	1.0	0.0	0.00045097800838372356
g01678	1678	GENE0336	336	inactive	linear	1.0	0.0	0.0005923770591814412
g01679	1679	GENE0336	336	inactive	linear	1.0	0.0	0.0003077033022564229
g01680	1680	GENE0336	336	inactive	linear	1.0	0.0	0.00019450313292509395
g01681	1681	GENE0337	337	negcontrol	sigmoidal	1.0	0.0	0.0008080282221920298
g01682	1682	GENE0337	337	negcontrol	sigmoidal	1.0	0.0	0.00017470814541929296
g01683	1683	GENE0337	337	negcontrol	sigmoidal	1.0	0.0	0.0004939915511926436
g01684	1684	GENE0337	337	negcontrol	sigmoidal	1.0	0.0	0.0003241183694931531
g01685	1685	GENE0337	337	negcontrol	sigmoidal	1.0	0.0	0.0007356189953254906
g01686	1686	GENE0338	338	decreasing	linear	1.0	-0.6611735007828131	0.00016000982080055902
g01687	1687	GENE0338	338	decreasing	linear	1.0	-0.6611735007828131	0.00047110377929549105
g01688	1688	GENE0338	338	decreasing	linear	1.0	-0.6611735007828131	0.00024423867993148506
g01689	1689	GENE0338	338	decreasing	linear	1.0	-0.6611735007828131	9.400288722076997e-5
g01690	1690	GENE0338	338	decreasing	linear	1.0	-0.6611735007828131	0.000949185672222289
g01691	1691	GENE0339	339	increasing	linear	1.0	0.432288852630638	0.0009260173788634544
g01692	1692	GENE0339	339	increasing	linear	1.0	0.432288852630638	0.0009614339249325917
g01693	1693	GENE0339	339	increasing	linear	1.0	0.432288852630638	0.00019046145754326158
g01694	1694	GENE0339	339	increasing	linear	1.0	0.432288852630638	0.0004527581452464529
g01695	1695	GENE0339	339	increasing	linear	1.0	0.432288852630638	0.0005060490375475233
g01696	1696	GENE0340	340	increasing	sigmoidal	1.0	0.42234465202807936	0.0018502478070824323
g01697	1697	GENE0340	340	increasing	sigmoidal	1.0	0.42234465202807936	0.0008375695204346717
g01698	1698	GENE0340	340	increasing	sigmoidal	1.0	0.42234465202807936	0.00040290207864743455
g01699	1699	GENE0340	340	increasing	sigmoidal	1.0	0.42234465202807936	0.00012540449623165217
g01700	1700	GENE0340	340	increasing	sigmoidal	1.0	0.42234465202807936	0.00022823140004534398
g01701	1701	GENE0341	341	decreasing	linear	0.006887932157330301	-0.002556218549167167	0.0007924167262688841
g01702	1702	GENE0341	341	decreasing	linear	1.0	-0.37111552361136113	0.000769289381336841
g01703	1703	GENE0341	341	decreasing	linear	1.0	-0.37111552361136113	0.0003882426742265242
g01704	1704	GENE0341	341	decreasing	linear	1.0	-0.37111552361136113	0.00031916686597158785
g01705	1705	GENE0341	341	decreasing	linear	1.0	-0.37111552361136113	0.0018165044069287648
g01706	1706	GENE0342	342	inactive	linear	1.0	0.0	0.00022150568454207175
g01707	1707	GENE0342	342	inactive	linear	1.0	0.0	0.0007504125458767773
g01708	1708	GENE0342	342	inactive	linear	1.0	0.0	0.00022010219469749455
g01709	1709	GENE0342	342	inactive	linear	1.0	0.0	0.0001681260487513072
g01710	1710	GENE0342	342	inactive	linear	1.0	0.0	0.00025861209628477255
g01711	1711	GENE0343	343	inactive	linear	1.0	0.0	0.0004437563289293364
g01712	1712	GENE0343	343	inactive	linear	1.0	0.0	0.0005770086738775392
g01713	1713	GENE0343	343	inactive	linear	1.0	0.0	0.0001276374283465786
g01714	1714	GENE0343	343	inactive	linear	1.0	0.0	0.00019949937608139376
g01715	1715	GENE0343	343	inactive	linear	1.0	0.0	0.0004934689695357151
g01716	1716	GENE0344	344	inactive	linear	1.0	0.0	0.0002289158676409857
g01717	1717	GENE0344	344	inactive	linear	1.0	0.0	0.0003217819698978516
g01718	1718	GENE0344	344	inactive	linear	1.0	0.0	0.00022048844421887717
g01719	1719	GENE0344	344	inactive	linear	1.0	0.0	0.0010436807754732238
g01720	1720	GENE0344	344	inactive	linear	1.0	0.0	0.0004380403049573933
g01721	1721	GENE0345	345	negcontrol	linear	1.0	0.0	0.00023560005855648942
g01722	1722	GENE0345	345	negcontrol	linear	1.0	0.0	0.0004285893395779532
g01723	1723	GENE0345	345	negcontrol	linear	1.0	0.0	0.0008546688553137076
g01724	1724	GENE0345	345	negcontrol	linear	1.0	0.0	4.9835497649891266e-5
g01725	1725	GENE0345	345	negcontrol	linear	1.0	0.0	0.00023185784121194255
g01726	1726	GENE0346	346	increasing	linear	1.0	0.6270323729859348	0.0003552722959017036
g01727	1727	GENE0346	346	increasing	linear	1.0	0.6270323729859348	0.0003517820490313165
