"gene","guide","estimate","std_error","t_value","df","p_value","fdr","rho","pearson_null","mean_cpm","converged","control","raw_std_error","raw_t_value","raw_p_value","raw_fdr"
"MED12","MED12_5",0.376051481614396,0.143484996796208,2.62084183023332,7,0.0343671003481612,0.214194951007144,8.33047795726429e-05,1611.43354911441,1053.44878310927,TRUE,FALSE,0.143484996796208,2.62084183023332,0.0343671003481612,0.214194951007144
"STT3B","STT3B_3",0.291675384174897,0.0560296417190995,5.20573352293041,7,0.00124514274454854,0.0473399516539936,2.93466770343038e-05,550.737288430687,2423.05375091061,TRUE,FALSE,0.0560296417190995,5.20573352293041,0.00124514274454854,0.0473399516539936
"MED12","MED12_4",0.376758460906661,0.108920442481131,3.4590243330303,7,0.0105614966717883,0.109400760578717,7.295402986504e-05,1381.83803543941,1603.19199419322,TRUE,FALSE,0.108920442481131,3.4590243330303,0.0105614966717883,0.109400760578717
"GNAS","GNAS_2",0.381058961023858,0.109153348299832,3.4910423450972,7,0.0101144294097557,0.109400760578717,0.000334596359558149,6306.31556358784,7337.96801694455,TRUE,FALSE,0.109153348299832,3.4910423450972,0.0101144294097557,0.109400760578717
"VAV1","VAV1_3",0.165141480349173,0.198119816619197,0.833543474687286,7,0.432057413768098,0.857713976961853,0.000324766954184911,5801.99751579813,2089.79267099121,TRUE,FALSE,0.198119816619197,0.833543474687286,0.432057413768098,0.857713976961853
"STT3B","STT3B_1",0.424192545801163,0.138093915275179,3.07176854936641,7,0.0180226433175474,0.143453165921392,0.000137530139580643,2649.04275421838,1893.93341581218,TRUE,FALSE,0.138093915275179,3.07176854936641,0.0180226433175474,0.143453165921392
"VAV1","VAV1_5",0.166347525159786,0.103718795851108,1.60383201323109,7,0.152785738576595,0.584951113407535,8.95698032492378e-05,1639.14139797194,2109.29067512828,TRUE,FALSE,0.103718795851108,1.60383201323109,0.152785738576595,0.584951113407535
"PPP6C","PPP6C_1",0.21794941940066,0.105363745704609,2.06854281748572,7,0.0773830403871735,0.398820285072356,5.83332378849812e-05,1219.26473893726,1339.5887247245,TRUE,FALSE,0.105363745704609,2.06854281748572,0.0773830403871735,0.398820285072356
"RASA2","RASA2_5",0.256137815238025,0.0862309538347578,2.97036973206693,7,0.0207968380888052,0.154820905772217,0.000109724752863062,2170.92080691914,3777.59795640745,TRUE,FALSE,0.0862309538347578,2.97036973206693,0.0207968380888052,0.154820905772217
"NFKBIA","NFKBIA_4",0.227628206980549,0.0651539710759953,3.49369659625265,7,0.010078295558724,0.109400760578717,8.00975716739503e-05,1556.17641174753,4823.93373508001,TRUE,FALSE,0.0651539710759953,3.49369659625265,0.010078295558724,0.109400760578717
"VAV1","VAV1_1",0.172483388856025,0.168023944906014,1.02654052642619,7,0.338796196888293,0.761046301100896,0.000261232286378154,4805.72751123821,2339.40222879048,TRUE,FALSE,0.168023944906014,1.02654052642619,0.338796196888293,0.761046301100896
"RASA2","RASA2_6",0.345650319720322,0.0782157160476156,4.41919267874373,7,0.00308429637646327,0.0486230252289503,9.84639600373764e-05,1910.10206659948,4177.8869938669,TRUE,FALSE,0.0782157160476156,4.41919267874373,0.00308429637646327,0.0486230252289503
"GNAS","GNAS_1",0.355989599790494,0.123171678695464,2.89019037136501,7,0.0233099163280366,0.168839393943617,0.000325839956869252,6515.31090370287,5579.11311940143,TRUE,FALSE,0.123171678695464,2.89019037136501,0.0233099163280366,0.168839393943617
"STT3B","STT3B_4",0.241181318498349,0.07333065830284,3.28895613485864,7,0.0133216693503084,0.119006912862755,3.67190532472157e-05,710.990854665661,1752.83476303164,TRUE,FALSE,0.07333065830284,3.28895613485864,0.0133216693503084,0.119006912862755
"RASA2","RASA2_3",0.333957726952539,0.0739149094565805,4.51813753690268,7,0.00273824092027564,0.0486230252289503,0.000100308192106455,1917.72263902627,4758.39865358082,TRUE,FALSE,0.0739149094565805,4.51813753690268,0.00273824092027564,0.0486230252289503
"MED12","MED12_3",0.34922052720764,0.0664235008804221,5.25748451344531,7,0.00117656774296498,0.0473399516539936,3.35653715202008e-05,648.195028016164,1985.96747502771,TRUE,FALSE,0.0664235008804221,5.25748451344531,0.00117656774296498,0.0473399516539936
"PPP6C","PPP6C_4",0.0127351870397917,0.107623405045063,0.118331017630034,7,0.909129418955287,0.98874948205588,4.08809592125693e-05,827.279785059463,891.327806561872,TRUE,FALSE,0.107623405045063,0.118331017630034,0.909129418955287,0.98874948205588
"NFKBIA","NFKBIA_5",0.29969808258578,0.110425337676331,2.71403365289431,7,0.0300234009132923,0.196250523042984,0.000415791204657608,8654.14296405346,8804.98033275504,TRUE,FALSE,0.110425337676331,2.71403365289431,0.0300234009132923,0.196250523042984
"TNFAIP3","TNFAIP3_6",0.356043730522717,0.0386171704258994,9.21982958865182,7,3.64510211487403e-05,0.0097688736678624,3.77862830665224e-05,751.353438516108,6644.97531115913,TRUE,FALSE,0.0386171704258994,9.21982958865182,3.64510211487403e-05,0.0097688736678624
"MED12","MED12_1",0.140746791551938,0.0517386596739121,2.72034089091229,7,0.0297509405626474,0.196250523042984,2.49490017386996e-05,510.446984741851,2382.17574732629,TRUE,FALSE,0.0517386596739121,2.72034089091229,0.0297509405626474,0.196250523042984
"ALDH3B1","ALDH3B1_5",0.109744269117115,0.0993316510772109,1.10482678911488,7,0.305757253362274,0.7497968843875,0.000139239096719239,2908.73816057087,3561.08831276317,TRUE,FALSE,0.0993316510772109,1.10482678911488,0.305757253362274,0.7497968843875
"LCP2","LCP2_5",0.108027780579576,0.184020666948205,0.587041566423526,7,0.575612082978947,0.92373675591831,0.000197461182892526,3492.9019314112,1467.08922362805,TRUE,FALSE,0.184020666948205,0.587041566423526,0.575612082978947,0.92373675591831
"GNAS","GNAS_6",0.33553921511023,0.0722686644844716,4.64294196528742,7,0.0023614047989207,0.0473399516539936,0.000108229998406395,2084.07777636322,5375.49370738,TRUE,FALSE,0.0722686644844716,4.64294196528742,0.0023614047989207,0.0473399516539936
"ZC3H12A","ZC3H12A_3",0.251866442722747,0.0542456926561477,4.64306805554639,7,0.00236105430998807,0.0473399516539936,4.77443953072584e-05,940.890972537969,4171.44266393405,TRUE,FALSE,0.0542456926561477,4.64306805554639,0.00236105430998807,0.0473399516539936
"VAV1","VAV1_2",0.134004042999741,0.204150394222212,0.656398649193305,7,0.532543968094203,0.915205932692887,0.000297448479761092,5269.62892324212,1797.86947048419,TRUE,FALSE,0.204150394222212,0.656398649193305,0.532543968094203,0.915205932692887
"PTGER4","PTGER4_6",0.183611408701062,0.121869681919758,1.50662089051776,7,0.175633704444351,0.636333327813982,0.000271688886849951,5480.56875977532,4639.26117427834,TRUE,FALSE,0.121869681919758,1.50662089051776,0.175633704444351,0.636333327813982
"TNFAIP3","TNFAIP3_2",0.376886094157657,0.0730650767814796,5.15822484228456,7,0.0013120278140648,0.0473399516539936,0.000157076817082713,3023.83582162051,7695.5731797523,TRUE,FALSE,0.0730650767814796,5.15822484228456,0.0013120278140648,0.0473399516539936
"GNA13","GNA13_5",0.163819274178564,0.0601270926839661,2.72455006330697,7,0.0295705521198269,0.196250523042984,6.11519210416067e-05,1191.57977804223,4303.62552413782,TRUE,FALSE,0.0601270926839661,2.72455006330697,0.0295705521198269,0.196250523042984
"RASA2","RASA2_4",0.29622153949342,0.0738597843501665,4.01059307307269,7,0.00512044475019888,0.068613959652665,0.000111892488323092,2254.05063813284,5285.98128110759,TRUE,FALSE,0.0738597843501665,4.01059307307269,0.00512044475019888,0.068613959652665
"PTGER4","PTGER4_5",0.119389050338807,0.0952732136654227,1.2531229476322,7,0.250395776461379,0.68788367633208,0.000175899878565169,3350.47738497117,4898.06499285328,TRUE,FALSE,0.0952732136654227,1.2531229476322,0.250395776461379,0.68788367633208
"NFKBIA","NFKBIA_2",0.217446909874243,0.0962101029551311,2.26012552939115,7,0.0583205833373844,0.339780789878675,0.000231136065960235,4733.37723990835,6367.78812583855,TRUE,FALSE,0.0962101029551311,2.26012552939115,0.0583205833373844,0.339780789878675
"PTGER4","PTGER4_1",0.146551750737942,0.0766688399158525,1.91149039034358,7,0.0975434699300194,0.43403214651028,0.0001100588226973,2201.90421869828,4744.2397300956,TRUE,FALSE,0.0766688399158525,1.91149039034358,0.0975434699300194,0.43403214651028
"NFKBIA","NFKBIA_6",0.343881984597432,0.0726693089749025,4.73214881837113,7,0.0021272222857801,0.0473399516539936,0.000210042217549149,4104.32802838278,10364.8793836086,TRUE,FALSE,0.0726693089749025,4.73214881837113,0.0021272222857801,0.0473399516539936
"ZC3H12A","ZC3H12A_1",0.338213245606333,0.110352933336883,3.06483240072871,7,0.0181992822437587,0.143453165921392,0.000250666859274853,5179.92627140439,5330.9312139292,TRUE,FALSE,0.110352933336883,3.06483240072871,0.0181992822437587,0.143453165921392
