gene,guide,estimate,std_error,t_value,df,p_value,fdr,rho,mean_cpm,converged,control,dispersion_boundary,raw_std_error,raw_t_value,raw_p_value,raw_fdr
NTCTRL,NTCTRL_52,-0.0034246770041109747,0.09899868566553634,-0.03459315627362093,12,0.9729729273738834,0.9877709947103684,0.0001308382116943599,3358.4277741792052,true,true,false,0.09899868566553634,-0.03459315627362093,0.9729729273738834,0.9877709947103684
ADRB1,ADRB1_3,-0.08525436648278488,0.13793368725230187,-0.6180822696839936,12,0.5480727253291202,0.9877709947103684,0.00021058756700106533,2784.910492027181,true,false,false,0.13793368725230187,-0.6180822696839936,0.5480727253291202,0.9877709947103684
ADORA2A,ADORA2A_2,0.016611148555773517,0.09691087495975025,0.17140644496990234,12,0.8667606416638772,0.9877709947103684,0.00013085115442526524,3505.962089694024,true,false,false,0.09691087495975025,0.17140644496990234,0.8667606416638772,0.9877709947103684
JMJD8,JMJD8_3,0.06749814559615316,0.16838526717535182,0.40085541169027833,12,0.6955720968389527,0.9877709947103684,0.00028369280486053623,2514.2039441038346,true,false,false,0.16838526717535182,0.40085541169027833,0.6955720968389527,0.9877709947103684
FBXO45,FBXO45_6,-0.08418415349434653,0.09420819665146468,-0.8935969107422427,12,0.389107660753652,0.9429272448750424,0.00011264488068408797,3199.636025131586,true,false,false,0.09420819665146468,-0.8935969107422427,0.389107660753652,0.9429272448750424
NTCTRL,NTCTRL_29,-0.07928160728735006,0.09530457029514942,-0.8318762368039883,12,0.4217247786489243,0.9567152520494624,0.00009766073833544873,2709.9397182630037,true,true,false,0.09530457029514942,-0.8318762368039883,0.4217247786489243,0.9567152520494624
IL2,IL2_5,-0.08177841303870875,0.057504115405786364,-1.422131485053325,12,0.18045680206992565,0.7898682975847565,0.000040137371460106806,3077.5310733421475,true,false,false,0.057504115405786364,-1.422131485053325,0.18045680206992565,0.7898682975847565
IL2,IL2_6,-0.10253472622940704,0.06835427082004362,-1.5000485704741162,12,0.1594450829285987,0.7581867382002538,0.00005248626663645456,2843.8327580444366,true,false,false,0.06835427082004362,-1.5000485704741162,0.1594450829285987,0.7581867382002538
NTCTRL,NTCTRL_9,-0.02463316820192763,0.09793653141597236,-0.2515217544033853,12,0.8056664416487693,0.9877709947103684,0.00012316406130241065,3231.0509952098564,true,true,false,0.09793653141597236,-0.2515217544033853,0.8056664416487693,0.9877709947103684
NTCTRL,NTCTRL_42,0.02339890920790315,0.11437493808408217,0.20458073770235885,12,0.8413285477693642,0.9877709947103684,0.00015016992390811418,2886.0459559954747,true,true,false,0.11437493808408217,0.20458073770235885,0.8413285477693642,0.9877709947103684
